Stop Code,Stop Name,Latitude,Longitude,Status,Shelter Quantity,Area_Light,Trash Can,Site_Shade,Real Time Sign,Sidewalk Condition,ADA condition,Landing Pad,Crosswalk,Area Light Score,Site Shade Score,Sidewalk Condition Score,Landing Pad Score,Crosswalk Score,ADA Score
5988,Roxboro St at Gray St,35.999005,-78.894099,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Good,2.0,,0.0,,2.0,
5989,Avondale Dr at Trinity Ave (SB),36.006855,-78.885575,Active,0.0,Fair,Concrete,,No,Good,No_SidewalkAbuts,Other,Fair,2.0,,2.0,0.0,1.0,
5990,Durham-Chapel Hill Blvd at Car Wash,35.97408,-78.93042,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,,2.0,,0.0,,,
5992,E Club Blvd at Cascadilla St,36.019858,-78.88636,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,,2.0,,2.0,,,
5993,Duke St at Trinity Ave,36.00497,-78.90555,Active,0.0,Poor,,Trees_Good,No,Poor,No_SidewalkWithStrip,,Good,1.0,2.0,0.0,,2.0,
5994,SW Durham Dr at Durham-Chapel Hill Blvd (NB),35.953664,-78.989582,Active,1.0,Good,Concrete,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Fair,3.0,,2.0,2.0,1.0,3.0
5996,Meriwether Dr at Old Oxford Rd (NB),36.035929,-78.889875,Active,0.0,Fair,,Trees_Good,No,,,,,2.0,2.0,,,,
5998,Green St at Iredell St,36.011751,-78.920886,Active,0.0,Poor,,,No,Excellent,No_SidewalkWithStrip,,Good,1.0,,3.0,,2.0,
5999,Chapel Hill Rd at W Cornwallis Rd (NB),35.975274,-78.936599,Active,0.0,Poor,Concrete,,No,Fair,No_SingleDoor,Yes_Single_Door,Good,1.0,,1.0,1.0,2.0,
6003,Roxboro Rd at Bon Air Ave,36.028286,-78.889972,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Fair,2.0,,0.0,,1.0,
6004,NC 55 at Crete St,35.9595703,-78.8933243,Active,0.0,Fair,,Trees_Fair,No,Good,Yes_Single_Door,Yes_Single_Door,,2.0,1.0,2.0,1.0,,2.0
6008,Angier Ave at Beldon Dr,35.94652,-78.83895,Active,0.0,Fair,Concrete,,No,,,,,2.0,,,,,
6012,Erwin Rd at Fulton St (Duke University Hospital),36.0080865,-78.9378766,Active,1.0,Fair,Concrete,Trees_Good,No,Good,No_SidewalkAbuts,Other,Good,2.0,2.0,2.0,0.0,2.0,
6014,Roxboro St at Holloway St,35.99632,-78.8962,Active,1.0,Good,Concrete,,No,Good,No_SingleDoor,Yes_Single_Door,Good,3.0,,2.0,1.0,2.0,
6016,Lawson St at Bacon St (WB),35.97435,-78.884612,Active,1.0,Poor,Metal,,No,Fair,Yes_Two_Doors,Yes_Two_Doors,Fair,1.0,,1.0,2.0,1.0,3.0
6018,Hillsborough Rd at Lawndale Ave (Food Lion),36.014507,-78.9336973,Active,,,,,,,,,,,,,,,
6020,Otis St at Pilot St,35.969541,-78.910683,Active,0.0,Fair,,Trees_Good,No,,,,,2.0,2.0,,,,
6023,Fayetteville St at Lawson St (NCCU),35.9771,-78.900667,Active,1.0,Good,Concrete,Trees_Good,No,Fair,No_SidewalkAbuts,Other,Fair,3.0,2.0,1.0,0.0,1.0,
6024,LaSalle St at Duke Manor Apts (SB),36.015263,-78.946997,Active,0.0,Poor,Concrete,,No,,,,,1.0,,,,,
6026,Cornwallis Rd at Beechwood Ave,35.960998,-78.914996,Active,0.0,Poor,,Trees_Fair,No,,,,Poor,1.0,1.0,,,0.0,
6031,Dowd St at Alston Ave (EB),36.000356,-78.886682,Active,0.0,Poor,Concrete,,No,Poor,No_SidewalkWithStrip,,,1.0,,0.0,,,
6032,Fayetteville St at Cecil St (NB),35.9715452,-78.9010088,Active,0.0,Fair,Concrete,,No,Poor,No_SidewalkWithStrip,,Good,2.0,,0.0,,2.0,
6036,University Dr at Martin Luther King Jr Pkwy (EB),35.962671,-78.960307,Active,1.0,Good,Concrete,,No,Good,Yes_Single_Door,Yes_Single_Door,Fair,3.0,,2.0,1.0,1.0,2.0
6039,E Main St at Goley St (EB),35.985963,-78.884518,Active,0.0,Fair,,Trees_Fair,No,,,,Poor,2.0,1.0,,,0.0,
6040,Hillsborough Rd at Trent Dr (EB),36.0118817,-78.9304598,Active,,,,,,,,,,,,,,,
6045,LaSalle St at Blue Crest Ln,36.013763,-78.948249,Active,0.0,Poor,Concrete,,No,Good,No_SidewalkWithStrip,,Good,1.0,,2.0,,2.0,
6048,Dearborn Dr at Ora Ave,36.030133,-78.870271,Active,0.0,Fair,,,No,,,,,2.0,,,,,
6049,Service Rd at Hillandale Rd (WB),36.016773,-78.936882,Active,0.0,Good,,,No,Good,No_SidewalkAbuts,Other,Fair,3.0,,2.0,0.0,1.0,
6052,Lawson St at Ridgeway Ave,35.973763,-78.887442,Active,1.0,Poor,Metal,Trees_Good,No,Poor,Yes_Single_Door,Yes_Single_Door,Fair,1.0,2.0,0.0,1.0,1.0,2.0
6053,Lawson St at S Briggs Ave (Durham Exchange Club),35.974354,-78.87704,Active,2.0,Poor,Metal,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Good,1.0,,2.0,2.0,2.0,3.0
6054,Cornwallis Rd at Spring Ridge Apts,35.93817,-78.8951,Active,0.0,Fair,,,No,,,,,2.0,,,,,
6057,Chapel Hill Rd at Huron St,35.981986,-78.932409,Active,,,,,,,,,,,,,,,
6058,Lawson St at S Briggs Ave (Ferguson),35.974217,-78.876944,Active,,,,,,,,,,,,,,,
6059,Chapel Hill Rd at Chesterfield Apts,35.990191,-78.924186,Active,0.0,Poor,,,No,,,,,1.0,,,,,
6061,Ross Rd at Fernando St,35.9924,-78.84257,Active,0.0,Fair,,,No,,,,,2.0,,,,,
6064,Roxboro Rd at Omega Rd,36.07557,-78.9095,Active,,,,,,,,,,,,,,,
6067,Olympic Ave at Roxboro Rd,36.036822,-78.897146,Active,0.0,Fair,,Trees_Fair,No,Fair,No_SidewalkWithStrip,,Poor,2.0,1.0,1.0,,0.0,
6068,Erwin Rd at Downing St (WB),36.008863,-78.943709,Active,2.0,Good,Concrete,Trees_Fair,No,Good,Yes_Sidewalk,Other,Fair,3.0,1.0,2.0,0.0,1.0,3.0
6069,Chapel Hill St at Gattis St,35.9968369,-78.9168356,Active,,,,,,,,,,,,,,,
6075,Westgate Dr at South Square (Burger King),35.966287,-78.961148,Active,1.0,Fair,Concrete,,No,Good,,Other,Fair,2.0,,2.0,0.0,1.0,
6076,Douglas St at Pratt St,36.01117,-78.94275,Active,0.0,Poor,,,No,Fair,No_SidewalkWithStrip,,,1.0,,1.0,,,
6077,Fayetteville St at Eagle Campus Dr,35.9736165,-78.9009366,Active,1.0,Good,Concrete,,No,Poor,No_SidewalkAbuts,Other,Fair,3.0,,0.0,0.0,1.0,
6079,Chapel Hill St at Arnette Ave (WB),35.996932,-78.914077,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,Fair,2.0,,2.0,,1.0,
6086,E Main St at Hyde Park Ave (EB),35.98532,-78.88195,Active,0.0,Fair,,Trees_Good,No,Poor,No_SidewalkWithStrip,,Poor,2.0,2.0,0.0,,0.0,
6092,Hardee St at Cheek Rd (SB),36.0047141,-78.8670288,Active,,,,,,,,,,,,,,,
6095,Duke Regional Hospital (SB),36.038147,-78.899033,Active,1.0,Poor,Concrete,Trees_Good,Yes,Good,No_SidewalkAbuts,Other,Poor,1.0,2.0,2.0,0.0,0.0,
6097,NC 55 at Corona St,35.9616676,-78.8942733,Active,0.0,Good,,,No,Good,No_SingleDoor,Yes_Single_Door,,3.0,,2.0,1.0,,
6098,Riddle Rd at Ancroft Ave (SB),35.95272,-78.897066,Active,0.0,Fair,,,No,,,,,2.0,,,,,
6104,Fulton St at Erwin Rd (Duke Hospital Parking Garage),36.008773,-78.937102,Active,1.0,Fair,Concrete,,No,Good,No_SidewalkAbuts,Other,Fair,2.0,,2.0,0.0,1.0,
6109,North Pointe Dr at North Pointe Shopping Center (EB),36.02893,-78.921299,Active,1.0,Poor,Concrete,Trees_Good,No,Good,No_SidewalkWithStrip,,,1.0,2.0,2.0,,,
6110,North Pointe Dr at Broad St (EB),36.028016,-78.91508,Active,1.0,Poor,Concrete,,No,Good,No_SidewalkWithStrip,,Fair,1.0,,2.0,,1.0,
6116,North Pointe Dr at Woodmont Dr (WB),36.030928,-78.926866,Active,0.0,Poor,Concrete,Trees_Fair,No,,,,Poor,1.0,1.0,,,0.0,
6125,Horton Rd at Duke St,36.051277,-78.90699,Active,0.0,Poor,Concrete,,No,Poor,No_SidewalkWithStrip,,Good,1.0,,0.0,,2.0,
6126,Chalk Level Rd at Horton Rd (WB),36.051278,-78.911004,Active,0.0,Poor,Concrete,Trees_Good,No,,,,,1.0,2.0,,,,
6128,Stadium Dr at Wyldewood Rd (Foxfire Apts),36.053469,-78.919688,Active,0.0,Fair,,Trees_Good,No,,,,,2.0,2.0,,,,
6129,New Castle Rd at Wyldewood Rd (SB),36.0514,-78.923594,Active,0.0,Poor,,Trees_Good,No,,,,,1.0,2.0,,,,
6130,Lawson St at Bacon St (EB),35.974105,-78.885177,Active,0.0,Fair,Metal,,No,Fair,No_SidewalkWithStrip,Yes_Two_Doors,Fair,2.0,,1.0,2.0,1.0,
6132,Briggs Ave at Person St (SB 2),35.963091,-78.877635,Active,0.0,Poor,,Trees_Good,No,Fair,No_SidewalkAbuts,Other,,1.0,2.0,1.0,0.0,,
6133,Briggs Ave at Riddle Rd (SB),35.9588,-78.8792,Active,0.0,Good,,,No,Fair,No_SidewalkAbuts,Other,Fair,3.0,,1.0,0.0,1.0,
6136,Capps St at S Alston Ave (EB),35.962295,-78.886911,Active,0.0,Good,,,No,,,,,3.0,,,,,
6137,Capps St at Bacon St (EB),35.965196,-78.88354,Active,0.0,Poor,,,No,,,,,1.0,,,,,
6142,Fayetteville St at Tralea Dr (SB),35.95593,-78.907567,Active,0.0,Poor,,Trees_Good,No,Fair,No_SidewalkAbuts,Other,Fair,1.0,2.0,1.0,0.0,1.0,
6146,Fayetteville St at Pilot St (NB),35.963849,-78.907069,Active,1.0,Fair,Concrete,,Yes,Fair,No_SidewalkWithStrip,,Fair,2.0,,1.0,,1.0,
6147,Fayetteville St at Cornwallis Rd (NB),35.960317,-78.910241,Active,0.0,Fair,Concrete,Trees_Fair,No,Fair,No_SidewalkAbuts,Other,Fair,2.0,1.0,1.0,0.0,1.0,
6153,Fayetteville Rd at Dunhill Dr (Pine Ridge Center),35.916289,-78.931658,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,,2.0,,2.0,,,
6154,Roxboro St at Cornwallis Rd,35.9656582,-78.9183735,Active,0.0,Fair,Metal,,No,Fair,No_SidewalkWithStrip,Yes_Single_Door,Fair,2.0,,1.0,1.0,1.0,
6155,Roxboro Rd at Crutchfield St (Duke Regional Hospital),36.038368,-78.898424,Active,0.0,Good,Concrete,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Fair,3.0,,2.0,2.0,1.0,3.0
6156,Carver St at Meriwether Dr,36.04361,-78.89153,Active,0.0,Good,,,No,Good,No_SidewalkWithStrip,,,3.0,,2.0,,,
6157,Club Blvd at Lindbergh St,36.023083,-78.878771,Active,0.0,,,,No,,,,,,,,,,
6158,Dowd St at Gurley St (WB),36.000394,-78.891915,Active,0.0,Fair,Concrete,,No,Poor,No_SidewalkWithStrip,,Good,2.0,,0.0,,2.0,
6159,Dowd St at Gurley St (EB),36.000316,-78.891527,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Good,2.0,,0.0,,2.0,
6160,Dowd St at Hazel St (EB),36.000336,-78.888906,Active,0.0,Good,Concrete,,No,Poor,No_SidewalkWithStrip,,,3.0,,0.0,,,
6161,Dowd St at Alston Ave (WB),36.000449,-78.88648,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,,2.0,,0.0,,,
6162,Duke St at Cobb St,35.989034,-78.908988,Active,0.0,Poor,,Trees_Fair,No,Good,No_SingleDoor,Yes_Single_Door,Good,1.0,1.0,2.0,1.0,2.0,
6163,Chapel Hill Rd at W Cornwallis Rd (Yates Baptist Church),35.9737353,-78.9369972,Active,0.0,Fair,,Trees_Fair,No,Good,No_SidewalkWithStrip,,Fair,2.0,1.0,2.0,,1.0,
6164,University Dr at Shannon Rd (WB),35.966229,-78.954307,Active,0.0,Good,,Trees_Good,No,Good,No_SidewalkAbuts,Other,Good,3.0,2.0,2.0,0.0,2.0,
6165,Old Chapel Hill Rd at Garrett Rd (WB),35.949879,-78.96766,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,Fair,2.0,,2.0,,1.0,
6167,Chapel Hill Rd at Colonial Apts (NB),35.970492,-78.938627,Active,0.0,Fair,Metal,,No,,Yes_Single_Door,Yes_Single_Door,Excellent,2.0,,,1.0,3.0,2.0
6172,Hardee St at Holloway St,35.99245,-78.865885,Active,0.0,Fair,Concrete,,No,,,,,2.0,,,,,
6177,Lawson St at Sima Ave (WB),35.974569,-78.890915,Active,1.0,Good,Metal,,No,Fair,Yes_Two_Doors,Yes_Two_Doors,Fair,3.0,,1.0,2.0,1.0,3.0
6182,Morgan St at Mangum St,35.99747,-78.89833,Active,0.0,Fair,Concrete,,No,Fair,Yes_Sidewalk,Other,Good,2.0,,1.0,0.0,2.0,3.0
6193,Fayetteville St at Barbee Rd (SB),35.9360803,-78.9086299,Active,,,,,,,,,,,,,,,
6196,University Dr at Myra St (EB),35.966524,-78.951709,Active,0.0,Fair,,Trees_Fair,No,Fair,No_SidewalkWithStrip,,,2.0,1.0,1.0,,,
6197,Witherspoon Blvd at McFarland Dr (Patterson Place Park-and-Ride),35.9509,-78.989783,Active,1.0,Poor,Concrete,Trees_Good,No,Fair,No_SidewalkAbuts,Other,Poor,1.0,2.0,1.0,0.0,0.0,
6198,Mt. Moriah Rd at Danziger Dr,35.949503,-78.994395,Active,0.0,Good,Concrete,Trees_Fair,No,Good,No_SidewalkWithStrip,,Fair,3.0,1.0,2.0,,1.0,
6201,Hillandale Rd at Hillandale Elementary,36.05318,-78.93487,Active,0.0,Poor,,Trees_Fair,No,Good,No_SidewalkWithStrip,,,1.0,1.0,2.0,,,
6202,Horton Rd at Sugarwood Pl,36.05733,-78.933825,Active,0.0,Fair,,,No,,,,,2.0,,,,,
6203,Horton Rd at Guess Rd (Harris Teeter),36.05737,-78.93069,Active,1.0,Poor,Concrete,,No,Good,No_SingleDoor,Yes_Single_Door,Fair,1.0,,2.0,1.0,1.0,
6204,Guess Rd at Horton Rd (Walgreens),36.056876,-78.929312,Active,1.0,Good,Concrete,Trees_Fair,No,Good,Yes_Single_Door,Yes_Single_Door,Poor,3.0,1.0,2.0,1.0,0.0,2.0
6206,Guess Rd at Crystal Lake Rd,36.0497,-78.92945,Active,0.0,Fair,,Trees_Fair,No,Fair,No_SidewalkWithStrip,,,2.0,1.0,1.0,,,
6207,Guess Rd at Bogarde St,36.04375,-78.92957,Active,0.0,Good,Concrete,Trees_Fair,No,Good,No_SidewalkWithStrip,,,3.0,1.0,2.0,,,
6210,Hillandale Rd at Pinetree Ct,36.044061,-78.935233,Active,0.0,Fair,,Trees_Fair,No,Poor,No_SidewalkWithStrip,,Good,2.0,1.0,0.0,,2.0,
6211,Hillandale Rd at Samuel Dr,36.04822,-78.93616,Active,1.0,Fair,Concrete,Trees_Good,No,Good,Yes_Two_Doors,Yes_Two_Doors,Fair,2.0,2.0,2.0,2.0,1.0,3.0
6212,Hillandale Rd at Croasdaile Farms,36.050744,-78.935429,Active,0.0,Poor,,,No,Good,No_SidewalkWithStrip,,Good,1.0,,2.0,,2.0,
6221,Brier Leaf Ln at Stonebrook Terrace,35.9096072,-78.7869239,Active,,,,,,,,,,,,,,,
6224,Brier Leaf Ln at Little Brier Creek Ln,35.91134,-78.7859,Active,,,,,,,,,,,,,,,
6225,Brier Creek Pkwy at Little Brier Creek Ln,35.90927,-78.78484,Active,,,,,,,,,,,,,,,
6226,TW Alexander Dr at Glenwood Ave,35.9183079,-78.7865754,Active,,,,,,,,,,,,,,,
6241,Rigsbee Ave at Seminary St,35.99933,-78.89981,Active,1.0,Poor,Concrete,,Yes,Good,Yes_Sidewalk,Other,Good,1.0,,2.0,0.0,2.0,3.0
6242,Rigsbee Ave at Corporation St (NB),36.001766,-78.899917,Active,0.0,Fair,,Other,No,Good,Yes_Sidewalk,Other,Good,2.0,,2.0,0.0,2.0,3.0
6243,W Geer St at Rigsbee Ave,36.00374,-78.89963,Active,0.0,Poor,Concrete,,No,Fair,No_SidewalkWithStrip,,Fair,1.0,,1.0,,1.0,
6244,W Geer St at Glendale Ave,36.00376,-78.89647,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,Fair,2.0,,2.0,,1.0,
6245,Geer St at Glendale Ave,36.00384,-78.89649,Active,0.0,Good,,Trees_Good,No,Fair,No_SidewalkWithStrip,,Fair,3.0,2.0,1.0,,1.0,
6246,Geer St at Rigsbee Ave,36.00382,-78.89951,Active,0.0,Poor,Concrete,,No,Fair,No_SidewalkWithStrip,,Fair,1.0,,1.0,,1.0,
6247,Rigsbee Ave at Broadway St,36.00095,-78.90001,Active,0.0,Fair,,,No,Good,Yes_Sidewalk,Other,Good,2.0,,2.0,0.0,2.0,3.0
6248,Rigsbee Ave at Seminary St,35.99942,-78.89997,Active,0.0,Fair,Concrete,,No,Poor,No_SidewalkWithStrip,,Good,2.0,,0.0,,2.0,
6250,Renaissance Center at Renaissance Pkwy,35.9012664,-78.9384825,Active,,,,,,,,,,,,,,,
6251,Renaissance Center at Southpoint Shopping Center,35.904003,-78.937392,Active,1.0,Fair,Metal,,No,Good,No_SidewalkAbuts,Other,Good,2.0,,2.0,0.0,2.0,
6252,Renaissance Pkwy at Renaissance Village Park-and-Ride,35.902963,-78.953911,Active,1.0,Good,Concrete,Trees_Good,No,Good,Yes_Two_Doors,Yes_Two_Doors,Good,3.0,2.0,2.0,2.0,2.0,3.0
6256,Fayetteville St at Cook Rd (SB),35.9528158,-78.9056188,Active,1.0,Fair,Metal,,No,Good,No_SidewalkAbuts,Other,Fair,2.0,,2.0,0.0,1.0,
6257,Fayetteville St at Cook Rd (Hillside HS),35.95325,-78.90559,Active,2.0,Good,Metal,,No,Fair,Yes_Two_Doors,Yes_Two_Doors,Fair,3.0,,1.0,2.0,1.0,3.0
6258,Fayetteville Rd at Tralea Dr (Mt Zion Church),35.955957,-78.907293,Active,0.0,Poor,Concrete,,No,Poor,No_SidewalkAbuts,Other,Fair,1.0,,0.0,0.0,1.0,
6261,Miami Blvd at Stirrup Creek Dr (PBM Graphics),35.920121,-78.848985,Active,0.0,Poor,,,No,Fair,No_SidewalkWithStrip,,,1.0,,1.0,,,
6263,Miami Blvd at Ellis Rd (Bethesda Elementary),35.939874,-78.8398574,Active,0.0,Fair,,,No,Fair,No_SidewalkWithStrip,,Fair,2.0,,1.0,,1.0,
6264,Holloway St at Rummel St,35.987727,-78.847973,Active,1.0,Poor,Concrete,,No,,No_SidewalkAbuts,Other,,1.0,,,0.0,,
6265,Holloway St at Lynn Rd,35.9868,-78.84421,Active,0.0,Good,Concrete,,No,,,,,3.0,,,,,
6266,Miami Blvd at New Haven Dr,35.936355,-78.842472,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,,2.0,,0.0,,,
6267,TW Alexander Dr at Miami Blvd (EB),35.9234847,-78.845466,Active,1.0,Poor,Concrete,,No,Good,Yes_Single_Door,Yes_Single_Door,Fair,1.0,,2.0,1.0,1.0,2.0
6268,TW Alexander Dr at Centerpoint (Wesco),35.9217641,-78.8331177,Active,,,,,,,,,,,,,,,
6269,TW Alexander Dr at Roche Dr (LabCorp),35.918783,-78.824637,Active,0.0,Poor,Concrete,,No,,No_Other,,,1.0,,,,,
6270,TW Alexander Dr at Creekside Townhomes,35.922404,-78.837375,Active,0.0,,,Trees_Fair,No,,,,,,1.0,,,,
6272,TW Alexander Dr at Miami Blvd (WB),35.9239,-78.845353,Active,1.0,Poor,Concrete,,No,Good,No_SidewalkWithStrip,,Fair,1.0,,2.0,,1.0,
6273,Miami Blvd at Methodist St,35.936412,-78.842152,Active,0.0,Fair,,Trees_Fair,No,Good,No_SidewalkWithStrip,,,2.0,1.0,2.0,,,
6274,NC 54 at S Alston Ave (EB),35.9006,-78.889397,Active,0.0,Fair,Concrete,,No,,,,Fair,2.0,,,,1.0,
6275,S Alston Ave at Kestrel Heights School (SB),35.898656,-78.889065,Active,0.0,,Concrete,Trees_Fair,No,Fair,No_SingleDoor,Yes_Single_Door,,,1.0,1.0,1.0,,
6276,S Alston Ave at Duke Health (SB),35.887359,-78.885144,Active,0.0,,,Trees_Fair,No,Good,No_SidewalkWithStrip,,,,1.0,2.0,,,
6277,S Alston Ave at Falls Pointe Apts (SB),35.884218,-78.885886,Active,1.0,Poor,Metal,,No,Fair,Yes_Single_Door,Yes_Single_Door,,1.0,,1.0,1.0,,2.0
6278,NC 55 at Sedwick Rd (NB),35.89021,-78.89596,Active,0.0,Good,,Trees_Fair,No,Fair,No_SidewalkWithStrip,,Poor,3.0,1.0,1.0,,0.0,
6279,NC 55 at Golden Corral (NB),35.8971,-78.89687,Active,0.0,Good,,Trees_Good,No,Good,No_SidewalkWithStrip,,,3.0,2.0,2.0,,,
6281,TW Alexander Dr at Stirrup Creek Dr,35.9217954,-78.841755,Active,1.0,Poor,Concrete,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Fair,1.0,,2.0,2.0,1.0,3.0
6283,NC 55 at Allendown Dr (NB),35.8991122,-78.8964078,Active,0.0,Good,,Trees_Fair,No,Poor,No_SidewalkWithStrip,,Fair,3.0,1.0,0.0,,1.0,
6286,Chapel Dr at Duke University Rd (Duke News),35.998067,-78.933441,Active,0.0,Poor,,,No,Good,No_SidewalkWithStrip,,Good,1.0,,2.0,,2.0,
6287,S Alston Ave at Englert Dr (SB),35.8955,-78.88905,Active,0.0,Poor,,Trees_Fair,No,,,,,1.0,1.0,,,,
6289,E Geer St at Midland Terrace (EB),36.01428,-78.86316,Active,0.0,Poor,,,No,,,,Good,1.0,,,,2.0,
6290,E Geer St at Landon Farms Ln (EB),36.01986,-78.84947,Active,1.0,Poor,Concrete,,No,Fair,No_SidewalkWithStrip,,Good,1.0,,1.0,,2.0,
6291,Glenn View Station at Walmart,36.027267,-78.843064,Active,2.0,Fair,Metal,,No,Good,No_SidewalkAbuts,Other,Good,2.0,,2.0,0.0,2.0,
6293,E Geer St at Landon Farms Ln (WB),36.02022,-78.84947,Active,1.0,Poor,Concrete,,No,Poor,No_SidewalkWithStrip,,Good,1.0,,0.0,,2.0,
6294,E Geer St at Midland Terrace (WB),36.01463,-78.86303,Active,0.0,Poor,Concrete,,No,,,,Good,1.0,,,,2.0,
6297,Roxboro Rd at Liberty St,35.994534,-78.89762,Active,0.0,Fair,Metal,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Good,2.0,,2.0,2.0,2.0,3.0
6299,Pettigrew St at Mangum St (WB),35.994282,-78.901765,Active,0.0,Poor,,,No,Poor,No_SidewalkWithStrip,,Good,1.0,,0.0,,2.0,
6303,Angier Ave at Miami Blvd (SB),35.946195,-78.83876,Active,0.0,Fair,Concrete,,No,Fair,No_SidewalkWithStrip,,,2.0,,1.0,,,
6306,W Main St at Corcoran St (EB),35.995705,-78.902036,Active,0.0,Good,Metal,Trees_Good,No,Good,Yes_Other,,Good,3.0,2.0,2.0,,2.0,1.0
6312,Angier Ave at Passenger Pl,35.9496511,-78.8446067,Active,,,,,,,,,,,,,,,
6313,Angier Ave at Bungalow Ave,35.94963,-78.84415,Active,0.0,,,,No,Poor,,,,,,0.0,,,
6314,Angier Ave at Midway Ave (WB),35.96667,-78.85914,Active,0.0,Fair,,,No,,,,,2.0,,,,,
6315,Roxboro Rd at Foushee St,36.01658,-78.88992,Active,0.0,Fair,,Trees_Good,No,Fair,No_SidewalkWithStrip,,Fair,2.0,2.0,1.0,,1.0,
6316,W Morgan St at Foster St (Downtown YMCA),35.998214,-78.901496,Active,0.0,Good,,,No,Good,Yes_Sidewalk,Other,Fair,3.0,,2.0,0.0,1.0,3.0
6317,Pettigrew St at Mangum St (EB),35.9940278,-78.9016102,Active,,,,,,,,,,,,,,,
6318,Pettigrew St at Roxboro St,35.99201,-78.89881,Active,,,,,,,,,,,,,,,
6319,Martin Luther King Jr Pkwy at Stratford Lakes Dr (WB),35.941419,-78.912389,Active,0.0,Poor,,,No,Good,No_SidewalkWithStrip,,Poor,1.0,,2.0,,0.0,
6320,Martin Luther King Jr Pkwy at Stratford Lakes Dr (EB),35.941049,-78.912265,Active,0.0,,,,No,Good,No_SingleDoor,Yes_Single_Door,Poor,,,2.0,1.0,0.0,
6322,Cornwallis Rd at Roxboro Rd,35.96455,-78.91784,Active,1.0,Poor,Concrete,Trees_Fair,No,Fair,No_SingleDoor,Yes_Single_Door,Fair,1.0,1.0,1.0,1.0,1.0,
6330,Lakewood Ave at Fayetteville St,35.9863434,-78.8991975,Active,0.0,Fair,Concrete,Trees_Fair,No,Good,No_SidewalkAbuts,Other,Fair,2.0,1.0,2.0,0.0,1.0,
6331,Erwin Rd at Trent Dr (WB),36.008035,-78.934803,Active,0.0,Good,,,No,Good,No_SidewalkWithStrip,,Good,3.0,,2.0,,2.0,
6333,American Dr at Constitution Dr,36.016633,-78.966937,Active,1.0,Poor,Metal,Trees_Good,No,Good,Yes_Two_Doors,Yes_Two_Doors,,1.0,2.0,2.0,2.0,,3.0
6334,Chapel Dr at Duke University Rd (Alumni House),35.997915,-78.933508,Active,0.0,Poor,,Trees_Fair,No,Good,No_SidewalkWithStrip,,Good,1.0,1.0,2.0,,2.0,
6335,Hillsborough Rd at Cole Mill Rd,36.022133,-78.953116,Active,1.0,Good,Concrete,,No,Fair,No_SidewalkWithStrip,,Fair,3.0,,1.0,,1.0,
6336,Gregson St at Main St (Brightleaf Square),35.999566,-78.909754,Active,0.0,Good,Concrete,,No,Good,No_SidewalkAbuts,Other,Fair,3.0,,2.0,0.0,1.0,
6337,Cornwallis Rd at Laurel Oaks Dr,35.9350502,-78.8920417,Active,,,,,,,,,,,,,,,
6338,NC 55 at Martin Luther King Jr Pkwy,35.93199,-78.88863,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,,2.0,,2.0,,,
6339,NC 55 at Odyssey Dr (SB),35.92762,-78.8894,Active,,,,,,,,,,,,,,,
6340,NC 55 at Carpenter Fletcher Rd (SB),35.91457463,-78.89194226,Active,0.0,Good,,,No,Fair,No_SidewalkWithStrip,,Fair,3.0,,1.0,,1.0,
6341,NC 55 at 3854 NC 55 (SB),35.9223484,-78.890362,Active,,,,,,,,,,,,,,,
6344,Holloway St at Herbert St (WB),35.99184,-78.86486,Active,0.0,Poor,Concrete,Trees_Fair,No,Good,Yes_Two_Doors,Yes_Two_Doors,,1.0,1.0,2.0,2.0,,3.0
6345,Taylor St at Driver St (Holton Career Center),35.988947,-78.879199,Active,1.0,Fair,Concrete,Trees_Good,No,Good,No_SidewalkWithStrip,,,2.0,2.0,2.0,,,
6347,Taylor St at Driver St (EB),35.988829,-78.877644,Active,0.0,Fair,,,No,Fair,Yes_Two_Doors,Yes_Two_Doors,Fair,2.0,,1.0,2.0,1.0,3.0
6348,Holloway St at Durham Ridge Assisted Living,35.983396,-78.8297,Active,1.0,Fair,,,No,,Yes_Single_Door,Yes_Single_Door,,2.0,,,1.0,,2.0
6349,Mineral Springs Rd at Destrier Dr,35.991105,-78.817519,Active,0.0,Fair,Concrete,,No,,,,,2.0,,,,,
