Stop Code,Stop Name,Latitude,Longitude,Status,Shelter Quantity,Area_Light,Trash Can,Site_Shade,Real Time Sign,Sidewalk Condition,ADA condition,Landing Pad,Crosswalk,Area Light Score,Site Shade Score,Sidewalk Condition Score,Landing Pad Score,Crosswalk Score,ADA Score
5630,Hinson Dr at Glenbrook Dr (SB),36.02845,-78.87915,Active,0.0,Poor,,Trees_Good,No,,,,,1.0,2.0,,,,
5634,Roxboro Rd at St Paul St,36.01662,-78.89012,Active,0.0,Fair,Concrete,,No,Good,No_SidewalkAbuts,Other,Fair,2.0,,2.0,0.0,1.0,
5639,Main St at Morgan St (EB),36.0009172,-78.91085498,Active,0.0,Poor,,,No,Poor,No_SidewalkWithStrip,,Fair,1.0,,0.0,,1.0,
5645,E Club Blvd at Midland Ter,36.027139,-78.870506,Active,0.0,Fair,Concrete,,No,Fair,No_SidewalkWithStrip,,,2.0,,1.0,,,
5646,Roxboro Rd at Davidson Ave (SB),36.018651,-78.890106,Active,0.0,Fair,Concrete,Trees_Fair,No,Fair,No_SidewalkAbuts,Other,,2.0,1.0,1.0,0.0,,
5647,Angier Ave at Bingham St (WB),35.979427,-78.872118,Active,0.0,Fair,,,No,Fair,No_SidewalkWithStrip,,,2.0,,1.0,,,
5649,Tower Blvd at Durham-Chapel Hill Blvd (McDonalds),35.970438,-78.958133,Active,0.0,Fair,,Trees_Good,No,,,,,2.0,2.0,,,,
5650,Durham-Chapel Hill Blvd at Hope Valley Rd (WB),35.974198,-78.930974,Active,0.0,Fair,,,No,,,,,2.0,,,,,
5653,Fayetteville St at Riddle Rd (NB),35.94853,-78.90356,Active,,,,,,,,,,,,,,,
5654,Horton Rd at Roxboro Rd,36.051043,-78.904403,Active,1.0,Poor,Concrete,Trees_Fair,No,,No_SingleDoor,Yes_Single_Door,Fair,1.0,1.0,,1.0,1.0,
5658,Durham Chapel Hill Blvd at James St,35.974825,-78.926443,Active,0.0,Poor,,Trees_Good,No,,,,,1.0,2.0,,,,
5661,Holloway St at Driver St (EB),35.994382,-78.878173,Active,0.0,Poor,,,No,Fair,No_SidewalkWithStrip,,Fair,1.0,,1.0,,1.0,
5662,Roxboro Rd at Lavender Ave,36.023384,-78.889811,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Good,2.0,,0.0,,2.0,
5663,New Hope Commons,35.954424,-78.996621,Active,1.0,Fair,Metal,,Yes,Good,No_SidewalkAbuts,Other,Good,2.0,,2.0,0.0,2.0,
5664,Dearborn Dr at Thelma St (NB),36.037542,-78.873006,Active,0.0,Good,Concrete,,No,,,,,3.0,,,,,
5671,Holloway St at Alston Ave (WB),35.99457,-78.88659,Active,0.0,Fair,Concrete,,No,Good,No_SidewalkWithStrip,,Fair,2.0,,2.0,,1.0,
5672,Fayetteville St at Timothy Ave (SB),35.956916,-78.908791,Active,0.0,Good,,Trees_Fair,No,Fair,No_SidewalkAbuts,Other,Fair,3.0,1.0,1.0,0.0,1.0,
5674,University Dr at Springfield Apts,35.958283,-78.966036,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,,2.0,,2.0,,,
5675,Otis St at Alton St,35.970754,-78.908293,Active,0.0,Poor,,Trees_Good,No,,,,,1.0,2.0,,,,
5677,Broad St at Guess Rd (SB),36.023722,-78.918491,Active,0.0,Fair,Concrete,Trees_Good,No,,,,Poor,2.0,2.0,,,0.0,
5678,Morehead Ave at Cornell St (EB),35.99181,-78.919109,Active,0.0,,,,,,,,,,,,,,
5679,Crutchfield St at Crabtree Ave,36.03892,-78.90312,Active,0.0,Fair,Concrete,Trees_Good,No,,,,Good,2.0,2.0,,,2.0,
5684,W Club Blvd at Clarendon St,36.017035,-78.918244,Active,0.0,Poor,Concrete,,No,Good,No_SidewalkAbuts,Other,Good,1.0,,2.0,0.0,2.0,
5686,Fayetteville Rd at Cook Rd (NB),35.928882,-78.9199,Active,0.0,Poor,,,No,,,,,1.0,,,,,
5689,S Roxboro St at Umstead St (NB),35.982516,-78.903207,Active,1.0,Fair,Concrete,Trees_Fair,No,Good,No_SidewalkAbuts,Other,Good,2.0,1.0,2.0,0.0,2.0,
5690,NC 54 at NC 55 (EB),35.9021852,-78.894779,Active,0.0,Fair,Concrete,Trees_Good,No,Good,No_SidewalkWithStrip,,Poor,2.0,2.0,2.0,,0.0,
5693,Bedford St at Balmoray Ct,35.976893,-78.928676,Active,1.0,Fair,Concrete,,No,,No_SingleDoor,Yes_Single_Door,,2.0,,,1.0,,
5695,Hillandale Rd at Fawn Ave,36.033816,-78.935869,Active,0.0,Good,,,No,Good,No_SidewalkWithStrip,,Fair,3.0,,2.0,,1.0,
5700,Roxboro St at Summit St,35.971234,-78.915069,Active,0.0,Poor,Concrete,,No,Good,No_SidewalkWithStrip,,,1.0,,2.0,,,
5701,Fayetteville St at Massey Ave,35.9801686,-78.8997916,Active,0.0,Fair,Concrete,Trees_Fair,No,Poor,No_SidewalkAbuts,Other,Fair,2.0,1.0,0.0,0.0,1.0,
5702,Roxboro Rd at Knox St (NB),36.01282,-78.890896,Active,0.0,Fair,,Trees_Fair,No,Good,No_SingleDoor,Yes_Single_Door,Good,2.0,1.0,2.0,1.0,2.0,
5703,Guess Rd at Carver St,36.03712,-78.92958,Active,0.0,Fair,Concrete,Trees_Good,No,Good,No_SidewalkAbuts,Other,Poor,2.0,2.0,2.0,0.0,0.0,
5704,Guess Rd at Kirk Rd,36.031936,-78.928768,Active,,,,,,,,,,,,,,,
5706,Roxboro St at Masondale Ave,35.975603,-78.908421,Active,0.0,Poor,Concrete,,No,Poor,No_SidewalkWithStrip,,,1.0,,0.0,,,
5708,Angier Ave at Food Bank CENC (WB),35.9779884,-78.8704559,Active,1.0,Poor,Concrete,,No,,No_SidewalkAbuts,Other,,1.0,,,0.0,,
5709,Roxboro Rd at Markham Ave (SB),36.01043,-78.89173,Active,0.0,Fair,,Trees_Good,No,Good,No_SidewalkWithStrip,,Fair,2.0,2.0,2.0,,1.0,
5711,N Alston Ave at Lee St (NB),36.002009,-78.885772,Active,0.0,,,,No,Fair,,,,,,1.0,,,
5714,Morreene Rd at Sherwood Dr (NB),36.007155,-78.954687,Active,0.0,Poor,,,No,Good,No_SidewalkWithStrip,,Fair,1.0,,2.0,,1.0,
5716,Hillsborough Rd at Hicks St,36.0130582,-78.9318983,Active,0.0,Poor,,,No,Good,No_SidewalkWithStrip,,Good,1.0,,2.0,,2.0,
5717,Hillsborough Rd at Frazee Carpet,36.0162,-78.93737,Active,0.0,Fair,,,No,Good,No_SidewalkAbuts,Other,Poor,2.0,,2.0,0.0,0.0,
5718,LaSalle St at Campus Walk Dr,36.010006,-78.94864,Active,1.0,Fair,Concrete,,No,Good,No_SidewalkAbuts,Other,Fair,2.0,,2.0,0.0,1.0,
5719,Roxboro St at Knox St (SB),36.012825,-78.891059,Active,0.0,Poor,,Trees_Good,No,Poor,Yes_Single_Door,Yes_Single_Door,Good,1.0,2.0,0.0,1.0,2.0,2.0
5721,Chapel Hill Rd at Vineyard St,35.97795,-78.93567,Active,0.0,Poor,,,No,Good,Yes_Single_Door,Yes_Single_Door,Fair,1.0,,2.0,1.0,1.0,2.0
5722,Carver St at Danube Ln (Carver Creek Apts),36.044844,-78.890487,Active,1.0,Poor,Concrete,,No,Good,No_SidewalkWithStrip,,Good,1.0,,2.0,,2.0,
5725,Danube Ln at Ben Franklin Blvd,36.0473105,-78.8883731,Active,,,,,,,,,,,,,,,
5727,Broad St at Sprunt Ave (NB),36.02054,-78.918845,Active,0.0,Fair,,Trees_Fair,No,Fair,No_SidewalkWithStrip,,Good,2.0,1.0,1.0,,2.0,
5728,Fayetteville Rd at Belgreen Rd,35.9360936,-78.9081995,Active,,,,,,,,,,,,,,,
5730,Chapel Hill Rd at Crosswind Ave (Lakewood YMCA),35.984934,-78.929065,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,Good,2.0,,2.0,,2.0,
5732,Hillsborough Rd at Carolina Ave,36.010538,-78.925131,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Fair,2.0,,0.0,,1.0,
5733,Lawson St at Wabash St (WB),35.973842,-78.888908,Active,1.0,Poor,Metal,,No,Poor,Yes_Two_Doors,Yes_Two_Doors,Fair,1.0,,0.0,2.0,1.0,3.0
5734,Hillsborough Rd at Rutherford St,36.01047,-78.92755,Active,0.0,Poor,,,No,Fair,No_SidewalkWithStrip,,Good,1.0,,1.0,,2.0,
5735,Holloway St at S Woodcrest St,35.988399,-78.850757,Active,0.0,,,,,,,,,,,,,,
5738,Lawson St at Alston Ave (EB),35.9754445,-78.894505,Active,1.0,Good,Concrete,Trees_Fair,No,Fair,No_SingleDoor,Yes_Single_Door,Poor,3.0,1.0,1.0,1.0,0.0,
5740,Chandler Rd at Chance Dr,35.9949862,-78.8336401,Active,0.0,Fair,,Trees_Fair,No,,,,,2.0,1.0,,,,
5741,E Main St at Roxboro St (WB),35.9940498,-78.8987513,Active,1.0,Good,Metal,Trees_Fair,No,Good,No_SidewalkAbuts,Other,Excellent,3.0,1.0,2.0,0.0,3.0,
5742,Mangum St at Parrish St,35.995829,-78.900135,Active,1.0,Good,,Trees_Good,No,Good,Yes_Two_Doors,Yes_Two_Doors,Excellent,3.0,2.0,2.0,2.0,3.0,3.0
5743,Trent Dr at Duke Clinics ,36.00456,-78.935073,Active,1.0,Fair,Metal,Trees_Good,No,Good,No_SidewalkAbuts,Other,Good,2.0,2.0,2.0,0.0,2.0,
5744,Holloway St at Brye St (EB),35.993267,-78.871888,Active,0.0,Fair,,Trees_Fair,No,Fair,No_SidewalkAbuts,Other,,2.0,1.0,1.0,0.0,,
5746,Roxboro St at Normandy St,35.973566,-78.912206,Active,0.0,Fair,Concrete,Trees_Fair,No,Poor,No_SidewalkWithStrip,,,2.0,1.0,0.0,,,
5749,E Weaver St at Pilot St,35.967722,-78.910178,Active,0.0,Poor,Concrete,Trees_Fair,No,,,,,1.0,1.0,,,,
5754,Chapel Hill Rd at Lakewood Ave (Shopping Center),35.98692,-78.927131,Active,1.0,Fair,Plastic,Trees_Good,No,Fair,No_SingleDoor,Yes_Single_Door,Good,2.0,2.0,1.0,1.0,2.0,
5764,Dearborn Dr at Ader St,36.03759,-78.87404,Active,0.0,Fair,Concrete,Trees_Fair,No,Fair,No_SidewalkWithStrip,,,2.0,1.0,1.0,,,
5765,Hillsborough Rd at Rosehill Ave,36.010649,-78.927815,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,Good,2.0,,2.0,,2.0,
5767,NC 55 at Cherry Dr,35.960475,-78.893463,Active,0.0,Fair,,Trees_Good,No,,,,,2.0,2.0,,,,
5768,NC 55 at Gaston Ave,35.962523,-78.894307,Active,0.0,Fair,,Trees_Good,No,,,,,2.0,2.0,,,,
5769,Lawson St at Wabash St (EB),35.973716,-78.888922,Active,,,,,,,,,,,,,,,
5770,LaSalle St at Hillsborough Rd (Tire King),36.017683,-78.945628,Active,0.0,Fair,Concrete,,No,Fair,No_SidewalkWithStrip,,Fair,2.0,,1.0,,1.0,
5773,Lawson St at Durham Tech Community College (WB),35.974402,-78.880704,Active,2.0,Good,Metal,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Fair,3.0,,2.0,2.0,1.0,3.0
5775,Duke University Rd at Swift Ave (EB),35.997293,-78.924947,Active,0.0,Poor,,Trees_Good,No,Good,No_SidewalkWithStrip,,Good,1.0,2.0,2.0,,2.0,
5778,Hillsborough Rd at Lawndale Ave (WB),36.014786,-78.933818,Active,0.0,Poor,Metal,Other,No,Poor,Yes_Two_Doors,Yes_Two_Doors,Good,1.0,,0.0,2.0,2.0,3.0
5781,W Enterprise St at Fargo St,35.9836822,-78.9064444,Active,0.0,Fair,Concrete,,No,Poor,No_SidewalkAbuts,Other,Good,2.0,,0.0,0.0,2.0,
5787,Roxboro Rd at Wellington Dr (Northern High School),36.061145,-78.903727,Active,,,,,,,,,,,,,,,
5792,Lawson St at Rosewood St,35.975013,-78.891944,Active,0.0,Fair,Concrete,Trees_Fair,No,Poor,No_SidewalkWithStrip,,Poor,2.0,1.0,0.0,,0.0,
5793,Fayetteville Rd at Crooked Creek Pkwy,35.91251,-78.93354,Active,1.0,Fair,Metal,Trees_Fair,No,Good,Yes_Two_Doors,Yes_Two_Doors,Poor,2.0,1.0,2.0,2.0,0.0,3.0
5794,N Alston Ave at Lee St (SB),36.002141,-78.88599,Active,0.0,Poor,Concrete,Trees_Good,No,,,,,1.0,2.0,,,,
5795,Hinson Dr at DeMille St,36.02937,-78.8786,Active,0.0,Poor,Concrete,Trees_Good,No,,,,,1.0,2.0,,,,
5797,Mineral Springs Rd at Sapphire St,35.98772,-78.81872,Active,0.0,Poor,,,No,,,,,1.0,,,,,
5798,Durham-Chapel Hill Blvd at Garrett Rd,35.961312,-78.977905,Active,0.0,Poor,,,No,,,,Poor,1.0,,,,0.0,
5801,Broad St at Markham Ave (SB),36.010453,-78.919662,Active,0.0,Fair,,,No,Fair,No_SidewalkAbuts,Other,Good,2.0,,1.0,0.0,2.0,
5802,Broad St at F St (NB),36.01887,-78.91898,Active,0.0,Poor,,,No,Poor,No_SidewalkWithStrip,,Fair,1.0,,0.0,,1.0,
5803,Milton Rd at Fire Department,36.088965,-78.913505,Active,0.0,Fair,,Trees_Fair,No,Fair,No_SidewalkWithStrip,,,2.0,1.0,1.0,,,
5806,Murray Ave at Broad St,36.028818,-78.912794,Active,0.0,Poor,Concrete,,No,Good,No_SidewalkWithStrip,,Fair,1.0,,2.0,,1.0,
5811,Service Rd at Davidson Ave (SB),36.01797,-78.88757,Active,0.0,Fair,Concrete,,No,,,,,2.0,,,,,
5816,Fayetteville St at Dunstan St,35.978925,-78.900163,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,Fair,2.0,,2.0,,1.0,
5818,Holloway St at Hoover Rd (EB),35.990247,-78.858971,Active,0.0,Poor,Metal,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Poor,1.0,,2.0,2.0,0.0,3.0
5819,E Main St at Dillard St (WB),35.991892,-78.895096,Active,1.0,Good,Metal,,Yes,Good,Yes_Sidewalk,Other,Good,3.0,,2.0,0.0,2.0,3.0
5820,Cornwallis Rd at Century Oaks Dr (SB),35.94093,-78.89815,Active,0.0,Good,,,No,,,,,3.0,,,,,
5821,Holloway St at Briggs Ave,35.993719,-78.873674,Active,0.0,Poor,,Trees_Fair,No,Good,No_SidewalkAbuts,Other,,1.0,1.0,2.0,0.0,,
5822,NC 55 at NC 54 (NB),35.902988,-78.895181,Active,1.0,Fair,Concrete,,No,Fair,Yes_Single_Door,Yes_Single_Door,Poor,2.0,,1.0,1.0,0.0,2.0
5823,University Dr at Academy Rd (WB),35.96737,-78.94497,Active,,,,,,,,,,,,,,,
5824,Lawson St at Concord St (EB),35.976343,-78.903071,Active,1.0,Fair,Concrete,,No,Poor,No_SingleDoor,Yes_Single_Door,Fair,2.0,,0.0,1.0,1.0,
5826,Roxboro Rd at Ellerbee St (SB),36.021653,-78.89006,Active,0.0,Fair,,Trees_Fair,No,Poor,No_SidewalkWithStrip,,,2.0,1.0,0.0,,,
5827,Angier Ave at Hoover Rd (EB),35.9782719,-78.8709516,Active,0.0,Poor,Concrete,,No,Good,No_SidewalkAbuts,Other,,1.0,,2.0,0.0,,
5828,Angier Rd at Hoover Rd (WB),35.9783595,-78.8708022,Active,,,,,,,,,,,,,,,
5829,Fayetteville St at Pilot St (SB),35.963923,-78.90724,Active,1.0,Fair,Concrete,,No,Poor,No_SidewalkWithStrip,,Fair,2.0,,0.0,,1.0,
5832,Dearborn Dr at Apollo St (SB),36.036887,-78.869816,Active,0.0,Fair,,,No,,,,,2.0,,,,,
5833,Dearborn Dr at Usher St (Lakeview School),36.0382592,-78.8777951,Active,,,,,,,,,,,,,,,
5836,Dearborn Dr at Maplewood Dr (south),36.03323,-78.86943,Active,0.0,,Concrete,,No,,,,,,,,,,
5837,Roxboro Rd at Infinity Rd,36.07848,-78.91027,Active,0.0,Good,,,No,,,,,3.0,,,,,
5841,Fayetteville St at Cornwallis Rd (SB),35.960367,-78.910426,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,Fair,2.0,,2.0,,1.0,
5843,Concord St at Otis St,35.975553,-78.902811,Active,,,,,,,,,,,,,,,
5845,Hillandale Rd at Carver St (Durham Public Schools),36.035777,-78.935801,Active,0.0,Good,,,No,Good,No_SidewalkWithStrip,,Fair,3.0,,2.0,,1.0,
5846,Chapel Hill Rd at Vineyard St,35.97798,-78.93575,Active,,,,,,,,,,,,,,,
5848,Flowers Dr at Duke Gardens (SB),36.001158,-78.936439,Active,0.0,Fair,Metal,Trees_Fair,No,,,,Good,2.0,1.0,,,2.0,
5849,Dearborn Dr at Ruth St,36.03712,-78.871228,Active,,,,,,,,,,,,,,,
5850,Glenbrook Dr at Dubonnet Pl (SB),36.026087,-78.876979,Active,0.0,Poor,,,No,Good,No_SidewalkWithStrip,,,1.0,,2.0,,,
5851,Lawson St at Ridgeway Ave,35.973947,-78.887482,Active,1.0,Good,Metal,,No,Poor,Yes_Single_Door,Yes_Single_Door,Excellent,3.0,,0.0,1.0,3.0,2.0
5854,Fayetteville Rd at Dunhill Dr (Triangle Family Practice),35.916311,-78.931996,Active,0.0,Fair,,Trees_Fair,No,Good,No_SidewalkWithStrip,,,2.0,1.0,2.0,,,
5857,Riddle Rd at Triangle Day Care (NB),35.951285,-78.899749,Active,0.0,Good,Concrete,,No,,,,Good,3.0,,,,2.0,
5858,Chapel Hill Rd at Wa Wa Ave,35.979646,-78.934904,Active,0.0,Poor,,Trees_Good,No,,,,,1.0,2.0,,,,
5859,Martin Luther King Jr Pkwy at Lake Cook Dr (WB),35.942065,-78.916912,Active,1.0,,Concrete,Trees_Good,No,Fair,No_SidewalkWithStrip,,,,2.0,1.0,,,
5860,Roxboro Rd at Channing Ave (SB),36.0318,-78.89087,Active,,,,,,,,,,,,,,,
5862,Cornwallis Rd at Bainbridge Dr (NB),35.93994,-78.896922,Active,0.0,Poor,Concrete,,No,,,,,1.0,,,,,
5864,University Dr at Hill St,35.985515,-78.910318,Active,1.0,Fair,Metal,Trees_Fair,No,Poor,No_SidewalkWithStrip,Yes_Single_Door,Excellent,2.0,1.0,0.0,1.0,3.0,
5865,Chapel Hill Rd at McGehee St (SB),35.980865,-78.934583,Active,0.0,Poor,,Trees_Good,No,Fair,No_SidewalkWithStrip,,,1.0,2.0,1.0,,,
5866,Hinson Dr at Glenbrook Dr (NB),36.028598,-78.878889,Active,0.0,,,,No,,,,,,,,,,
5867,Fayetteville St at Elmira Ave (SB),35.965976,-78.905386,Active,0.0,Fair,,Trees_Fair,No,Poor,No_SidewalkWithStrip,,Fair,2.0,1.0,0.0,,1.0,
5868,Club Blvd at Cascadilla St,36.020002,-78.886482,Active,,,,,,,,,,,,,,,
5869,Broad St at F St (NC School of Science and Math),36.018429,-78.919169,Active,1.0,Good,Concrete,,No,Fair,No_SingleDoor,Yes_Single_Door,Fair,3.0,,1.0,1.0,1.0,
5870,Holloway St at Herbert St (EB),35.9916,-78.86485,Active,,,,,,,,,,,,,,,
5876,Ross Rd at Melbourne St,35.99243,-78.84488,Active,0.0,Fair,,Trees_Fair,No,,,,,2.0,1.0,,,,
5877,S Roxboro St at Umstead St (SB),35.9828232,-78.9032209,Active,0.0,Poor,Concrete,,No,Fair,No_SidewalkAbuts,Other,Fair,1.0,,1.0,0.0,1.0,
5880,Club Blvd at Glenbrook Dr,36.023854,-78.876399,Active,0.0,Poor,,Trees_Good,No,,,,,1.0,2.0,,,,
5881,NC 54 at Southpoint Crossing Dr (Homestead Market),35.9109237,-78.938576,Active,,,,,,,,,,,,,,,
5883,Mangum St at W Seminary Ave,35.998938,-78.897425,Active,0.0,,,,,,,,,,,,,,
5884,Chapel Hill St at Brewster St,35.996732,-78.919163,Active,0.0,Fair,,Trees_Good,No,Fair,No_SidewalkWithStrip,,Fair,2.0,2.0,1.0,,1.0,
5892,Sima Ave at Building 18,35.977291,-78.887383,Active,0.0,Poor,,Trees_Good,No,,,,,1.0,2.0,,,,
5896,Roxboro Rd at Old Oxford Rd (SB),36.0351,-78.89282,Active,0.0,Fair,Concrete,,No,Good,Yes_Single_Door,Yes_Single_Door,Good,2.0,,2.0,1.0,2.0,2.0
5897,Club Blvd at Dollar Ave (Northgate Mall),36.016827,-78.910102,Active,1.0,Poor,Concrete,Trees_Good,Yes,Fair,No_SidewalkAbuts,Other,Fair,1.0,2.0,1.0,0.0,1.0,
5898,Holloway St at Driver St (WB),35.994476,-78.878297,Active,0.0,Fair,Concrete,,No,Fair,No_SidewalkWithStrip,,Fair,2.0,,1.0,,1.0,
5899,Briggs Ave at Person St (NB),35.9697269,-78.8769009,Active,1.0,Fair,Concrete,Trees_Fair,No,Good,Yes_Single_Door,Yes_Single_Door,,2.0,1.0,2.0,1.0,,2.0
5900,Chapel Hill St at Kent St (EB),35.996671,-78.916957,Active,1.0,Good,Metal,Trees_Good,No,Good,Yes_Sidewalk,Other,Good,3.0,2.0,2.0,0.0,2.0,3.0
5904,Chapel Hill Rd at Anderson St,35.981954,-78.933386,Active,0.0,Poor,,,No,Poor,No_SidewalkAbuts,Other,Good,1.0,,0.0,0.0,2.0,
5906,Garrett Rd at Eno River Church,35.952282,-78.971116,Active,0.0,Poor,,,No,,,,,1.0,,,,,
5907,Fayetteville St at Piedmont Ave (NB),35.984055,-78.898915,Active,0.0,Fair,Concrete,,No,Good,No_SidewalkWithStrip,,Fair,2.0,,2.0,,1.0,
5908,Chapel Hill Rd at House St,35.9902773,-78.9239567,Active,0.0,Poor,Concrete,,No,Good,No_SidewalkWithStrip,,,1.0,,2.0,,,
5909,Chapel Hill Rd at Colonial Apts (SB),35.970417,-78.938818,Active,0.0,Good,,Trees_Good,No,Good,Yes_Single_Door,Yes_Single_Door,Excellent,3.0,2.0,2.0,1.0,3.0,2.0
5910,Angier Ave at Ellis Rd,35.97297,-78.8668,Active,0.0,Poor,,,No,,,,,1.0,,,,,
5911,Fayetteville Rd at Obie Dr (NB),35.926332,-78.923325,Active,0.0,Fair,,Trees_Fair,No,,,,,2.0,1.0,,,,
5914,Morehead Ave at Carroll St (EB),35.991715,-78.916333,Active,1.0,Poor,Concrete,,No,Poor,Yes_Single_Door,Yes_Single_Door,,1.0,,0.0,1.0,,2.0
5918,University Dr at Academy Rd (EB),35.967442,-78.943517,Active,0.0,Fair,Concrete,,No,Good,No_SidewalkAbuts,Other,Good,2.0,,2.0,0.0,2.0,
5920,Hardee St at Mimosa St (NB),36.00171,-78.86681,Active,0.0,Good,,,No,,,,,3.0,,,,,
5927,Briggs Ave at Community Gardens (NB),35.9657434,-78.8791762,Active,,,,,,,,,,,,,,,
5928,James St at Nation Ave,35.977255,-78.926258,Active,0.0,Poor,Concrete,,No,,,,,1.0,,,,,
5929,Briggs Ave at Community Gardens (SB),35.965656,-78.8793875,Active,,,,,,,,,,,,,,,
5930,Broad St at Sprunt Ave (SB),36.021278,-78.918981,Active,0.0,Fair,Concrete,Trees_Good,No,,,,Good,2.0,2.0,,,2.0,
5931,Fayetteville St at Brant St (NCCU),35.975694,-78.901329,Active,1.0,Good,Concrete,,Yes,Good,Yes_Two_Doors,Yes_Two_Doors,Good,3.0,,2.0,2.0,2.0,3.0
5932,Chalk Level Rd at Horton Rd (EB),36.051181,-78.910598,Active,0.0,Poor,,Trees_Fair,No,,,,,1.0,1.0,,,,
5933,Riddle Rd at Triangle Day Care (SB),35.95138,-78.899895,Active,0.0,Fair,,,No,,,,Good,2.0,,,,2.0,
5934,Duke St at Jackson St,35.995202,-78.908724,Active,0.0,Poor,Metal,,No,Fair,No_SidewalkWithStrip,Yes_Two_Doors,Excellent,1.0,,1.0,2.0,3.0,
5935,Chalk Level Rd at Convergence St,36.051209,-78.914962,Active,,,,,,,,,,,,,,,
5938,S Roxboro St at Erie St (SB),35.978418,-78.906686,Active,0.0,Fair,,Trees_Fair,No,,,,Good,2.0,1.0,,,2.0,
5939,Otis St at Nelson St,35.97325,-78.905,Active,0.0,,,,,,,,,,,,,,
5940,Hardee St at Benning St (SB),36.00322,-78.86718,Active,1.0,Fair,Metal,,No,,Yes_Single_Door,Yes_Single_Door,Excellent,2.0,,,1.0,3.0,2.0
5942,Roxboro St at Mallard Ave,35.997705,-78.894992,Active,0.0,Good,,,No,,,,,3.0,,,,,
5943,University Dr at Weymouth St (Far),35.96713,-78.94822,Active,0.0,Fair,,,No,Fair,No_SidewalkAbuts,Other,,2.0,,1.0,0.0,,
5944,Freeman Rd at Obsidian Way (Southern HS),35.997104,-78.825341,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,,2.0,,0.0,,,
5946,Cornwallis Rd at Chapel Hill Rd (Rogers-Herr School),35.974045,-78.935643,Active,0.0,Poor,,Trees_Fair,No,Good,No_SidewalkWithStrip,,Poor,1.0,1.0,2.0,,0.0,
5947,E Weaver St at Cornwallis Rd,35.962904,-78.9159767,Active,0.0,Poor,Metal,,No,Poor,Yes_Two_Doors,Yes_Two_Doors,,1.0,,0.0,2.0,,3.0
5948,Enterprise St at Scout Dr,35.983737,-78.904744,Active,0.0,Fair,,,No,,,,Fair,2.0,,,,1.0,
5949,Dearborn Dr at Deer Run,36.031611,-78.870413,Active,0.0,Fair,,,No,,,,,2.0,,,,,
5954,Dowd St at Hazel St (WB),36.000459,-78.888702,Active,0.0,Fair,,,No,Fair,No_SidewalkAbuts,Other,,2.0,,1.0,0.0,,
5957,Duke University Rd at Chapel Hill Rd,35.996628,-78.92073,Active,1.0,Poor,Metal,,No,Poor,No_SidewalkWithStrip,,Fair,1.0,,0.0,,1.0,
5964,Roxboro Rd at Maynard Ave (NB),36.02707,-78.889746,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Poor,2.0,,0.0,,0.0,
5966,Chapel Hill Rd at Vesson Ave,35.983018,-78.930887,Active,0.0,Poor,Concrete,,No,Fair,No_SidewalkWithStrip,,Good,1.0,,1.0,,2.0,
5968,Glenbrook St at Club Blvd (SB),36.024384,-78.877255,Active,0.0,,,,No,Good,No_SidewalkWithStrip,,,,,2.0,,,
5970,Fayetteville Rd at Cook Rd (SB),35.92917,-78.919856,Active,0.0,Poor,,,No,,,,,1.0,,,,,
5971,University Dr at Myra St (WB),35.9665,-78.95292,Active,1.0,Fair,,Trees_Good,No,Good,No_SidewalkAbuts,Other,Good,2.0,2.0,2.0,0.0,2.0,
5973,NC 55 at Meridian Pkwy (NB),35.910294,-78.892919,Active,0.0,Fair,Concrete,,No,,,,,2.0,,,,,
5980,University Dr at Martin Luther King Jr Pkwy (WB),35.963085,-78.960194,Active,1.0,Fair,Concrete,Trees_Good,No,Good,No_SingleDoor,Yes_Single_Door,Fair,2.0,2.0,2.0,1.0,1.0,
5981,N Alston Ave at Geer St (SB),36.003172,-78.886093,Active,0.0,,Metal,Trees_Good,Yes,,,,,,2.0,,,,
5982,Duke University Rd at Swift Ave (WB),35.997328,-78.924603,Active,0.0,Poor,,Trees_Good,No,Poor,No_SidewalkWithStrip,,Good,1.0,2.0,0.0,,2.0,
5983,Duke St at Frasier St,36.0434443,-78.9056425,Active,1.0,Good,Metal,,No,Excellent,Yes_Two_Doors,Yes_Two_Doors,Fair,3.0,,3.0,2.0,1.0,3.0
5984,NC 55 at Dakota St (NB),35.967234,-78.895287,Active,0.0,Good,,,No,Poor,No_SidewalkWithStrip,,Good,3.0,,0.0,,2.0,
5985,Mangum St at Lynch St,36.00739,-78.89373,Active,,,,,,,,,,,,,,,
5987,Otis St at Cecil St,35.97208,-78.90627,Active,0.0,Poor,,,No,,,,Good,1.0,,,,2.0,
